Insert,10,0.000335,Search,10,0.178819
Insert,11,0.000702,Search,11,0.221247
Insert,12,0.00159,Search,12,0.28291
Insert,13,0.003847,Search,13,0.380548
Insert,14,0.008086,Search,14,0.436197
Insert,15,0.02001,Search,15,0.626594
Insert,16,0.063186,Search,16,0.782953
Insert,17,0.128173,Search,17,1.14393
Insert,18,0.296413,Search,18,1.45552
Insert,19,0.866633,Search,19,1.81037
Insert,20,2.26932,Search,20,2.36087
Insert,21,5.83462,Search,21,3.2017
Insert,22,13.3911,Search,22,3.80801
Insert,23,31.12,Search,23,5.10905
Insert,24,69.9711,Search,24,5.25156
Insert,25,165.574,Search,25,5.59392
Insert,26,404.859,Search,26,6.71091
Insert,27,867.828,Search,27,27.7283
