15,3way,0.0050231
16,3way,0.0103057
17,3way,0.0196132
18,3way,0.0410742
19,3way,0.0766676
20,3way,0.157777
21,3way,0.308593
22,3way,0.613479
23,3way,1.24173
24,3way,2.46528
25,3way,4.93434
26,3way,9.89559
27,3way,19.8179
28,3way,40.7023
29,3way,85.4531
