Insert,10,0.000233,Search,10,0.012851
Insert,11,0.000513,Search,11,0.012885
Insert,12,0.001095,Search,12,0.012837
Insert,13,0.002464,Search,13,0.014874
Insert,14,0.005608,Search,14,0.012746
Insert,15,0.013494,Search,15,0.012439
Insert,16,0.030736,Search,16,0.012907
Insert,17,0.068359,Search,17,0.012762
Insert,18,0.165099,Search,18,0.012896
Insert,19,0.441564,Search,19,0.012936
Insert,20,1.19549,Search,20,0.012487
Insert,21,3.08706,Search,21,0.012877
Insert,22,7.89996,Search,22,0.013185
Insert,23,17.8528,Search,23,0.012451
Insert,24,40.4545,Search,24,0.012404
Insert,25,95.6855,Search,25,0.01263
Insert,26,230.001,Search,26,0.012537
Insert,27,549.117,Search,27,0.012871
Insert,28,1662.55,Search,28,0.012488
